키워드,언론사,기사명,날짜,URL
데이터솜,"롯데호텔, 4년 연속 국가고객만족도(NCSI)조사 서 호텔 부문 1위 선정",2021-10-06,http://www.datasom.co.kr/news/articleView.html?idxno=118200,코로나 생활지표
PC사랑,"[2021 대한민국 4차 산업혁명 페스티벌] 디지털 혁신 이끄는 AI, 메타버스 기...",2021-10-06,http://www.ilovepc.co.kr/news/articleView.html?idxno=41001,코로나 생활지표
프레시안,"정부 ""해외 백신 패스 사례 도입 가능성 실무 검토""",2021-09-30,https://www.pressian.com/pages/articles/2021092911394654567?utm_source=naver&utm_medium=search,코로나 생활지표
보안뉴스,"4차 산업혁명으로 촉발된 디지털 전환, 어떻게 진행되고 있나",2021-10-06,http://www.boannews.com/media/view.asp?idx=101285&kind=,코로나 생활지표
뉴스메이커,"전남도, 내년 산림재해예방 예산 '전국 최다' 외",2021-10-05,http://www.newsmaker.or.kr/news/articleView.html?idxno=122679,코로나 생활지표
매일경제,"구광모 LG 회장, 온라인 사장단 회의서 한 발언은…",2021-10-02,http://news.mk.co.kr/newsRead.php?no=934099&year=2021,코로나 생활지표
MBC,[재택플러스] '대출 절벽' 현실화‥대응 방안은?,2021.09.28.,https://imnews.imbc.com/replay/2021/nwtoday/article/6303384_34943.html,코로나 생활지표
더파워,"롯데호텔, 4년 연속 'NCSI 조사' 호텔 부문 1위 기업으로 선정",2021-10-06,http://www.thepowernews.co.kr/view.php?ud=2021100513432167487a517a52c2_7,코로나 생활지표
한국대학신문,10년 후 대학 절반 사라져… 전문대학 미래 '평생교육'에 달렸다,2021-10-06,http://news.unn.net/news/articleView.html?idxno=516478,코로나 생활지표
ZDNet Korea,"쿠팡, 배송 종사자 휴식 보장 캠페인 진행",2021-10-04,https://zdnet.co.kr/view/?no=20211003102404,코로나 생활지표
스포츠동아,[V리그 개막특집] 서남원 감독 체제 IBK…5년 만에 챔프 탈환 가능할까?,2021-10-05,https://sports.donga.com/article/all/20211004/109545216/3,코로나 생활지표
서울경제,"[최수문특파원의 차이나페이지] <103> ""놀러 가라"" 정부 선동 메아리만···...",2021-10-06,https://www.sedaily.com/NewsView/22SMW83O1J,코로나 생활지표
의약뉴스,"국내 연구진, 혈관신생 억제 기전 항암제 개발 착수 外",2021-10-06,http://www.newsmp.com/news/articleView.html?idxno=218141,코로나 생활지표
서울경제,연천 軍부대서 무더기 '돌파감염'···대부분 '화이자' 맞았다,2021-10-04,https://www.sedaily.com/NewsView/22SLJ1WWD4,코로나 생활지표
아시아경제,"""AI학습용 데이터 활용 153% 늘어"" 4차산업혁명이 가져온 디지털 전환",2021-10-06,https://view.asiae.co.kr/article/2021100511190534842,코로나 생활지표
세계일보,[김중백의자유롭게세상보기] 사회적 백신이 필요한 청춘,A26면 1단,http://www.segye.com/content/html/2021/10/04/20211004508376.html?OutUrl=naver,코로나 생활지표
KBS,사회적 거리두기 내일 발표…현행 단계 2주 연장 무게,2021-10-01,https://news.kbs.co.kr/news/view.do?ncd=5290650&ref=A,코로나 생활지표
세계일보,[김중백의자유롭게세상보기] 사회적 백신이 필요한 청춘,A26면 1단,http://www.segye.com/content/html/2021/10/04/20211004508376.html?OutUrl=naver,코로나 생활지표
KBS,사회적 거리두기 내일 발표…현행 단계 2주 연장 무게,2021-10-01,https://news.kbs.co.kr/news/view.do?ncd=5290650&ref=A,코로나 생활지표
한국정경신문,경기도내 요양원·요양병원 감염사례 추석 연휴 이후 급증..선제검사와 백신접...,2021-10-06,http://kpenews.com/View.aspx?No=2070204,코로나 생활지표
팍스넷뉴스,"LG생건 음료사업, 수익성 확보 '안간힘'",2021-10-05,https://www.paxnetnews.com/articles/79024,코로나 생활지표
비즈월드,"[비즈마켓] ㈔WIN, 갤러리아百, 롯데온, NS홈쇼핑, 아모레퍼시픽, LG생활건강...",2021.09.15.,http://www.bizwnews.com/news/articleView.html?idxno=27615,코로나 생활지표
한국무역신문,"서울 양천구, 기초지자체 ESG 평가 종합 1위",2021-10-06,http://www.weeklytrade.co.kr/news/view.html?section=1&category=160&item=&no=76102,코로나 생활지표
뉴스핌,여성 고용률·소득지표 20년전보다 개선…비정규직 비율은 여전히 높아,2021.09.05.,http://www.newspim.com/news/view/20210903001029,코로나 생활지표
YTN,운명의 '10월'...'일상 회복' 출발 가능?,2021-10-04,https://www.ytn.co.kr/_ln/0103_202110031628173591,코로나 생활지표
뉴스토마토,사망률·무증상자 등 코로나 관련 지표 모두 ‘악화’,2021.08.23.,http://www.newstomato.com/ReadNews.aspx?no=1068663&inflow=N,코로나 생활지표
비즈니스포스트,[Who Is ?] 김동연 전 경제부총리 겸 기획재정부 장관,2021.09.28.,https://www.businesspost.co.kr/BP?command=article_view&num=251887,코로나 생활지표
뉴스1,"[RFiF 2021]이백규 뉴스1 대표 ""'Triple ESG' 피할 수 없는 트렌드""",2021-10-01,https://www.news1.kr/articles/?4448005,코로나 생활지표
울산매일신문,"김종훈 의원 ""울산 생활형편 전망 지표 나아지다가 코로나로 직격탄""",2020.03.01.,http://www.iusm.co.kr/news/articleView.html?idxno=870716,코로나 생활지표
YTN,한 달의 불안한 실험...'위드 코로나' 갈까?,2021.09.05.,https://www.ytn.co.kr/_ln/0103_202109051635576711,코로나 생활지표
라이센스뉴스,"롯데호텔, 4년 연속 '국가고객만족도' 호텔 부문 1위",2021-10-06,http://www.lcnews.co.kr/news/articleView.html?idxno=25169,코로나 생활지표
민중의소리,군부대서 백신 접종한 군인들 무더기 확진…“집단생활 영향”,2021-10-04,https://www.vop.co.kr/A00001599261.html,코로나 생활지표
프라임경제,[브리핑 화순] 정부 합동평가 추진 상황 점검…부진 지표 개선 대책 마련,2021.08.30.,http://www.newsprime.co.kr/news/article.html?no=551815,코로나 생활지표
TBS,"[명랑시사] 고용노동부 “청년 고용률 45%, 지표상 코로나 직전 수준 거의 회...",2021.08.10.,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3445700&seq_800=20438277,코로나 생활지표
조세일보,9월 소비자심리지수 103.8…석달만에 반등,2021.09.28.,http://www.joseilbo.com/news/news_read.php?uid=434066&class=18&grp=,코로나 생활지표
조선비즈,"“코로나 쇼크, 패턴 변했다”…'4차 대유행기’ 양호한 소비지표에 못 웃는 ...",2021.08.06.,https://biz.chosun.com/policy/policy_sub/2021/08/06/P4SIPHQLOFCTXBITCHDDV76REY/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 생활지표
한국경제,[한경에세이] 'K바이오의 꿈' 이루려면…,A36면 1단,https://www.hankyung.com/opinion/article/2021100439011,코로나 생활지표
한국경제,[한경에세이] 'K바이오의 꿈' 이루려면…,A36면 1단,https://www.hankyung.com/opinion/article/2021100439011,코로나 생활지표
Queen,꾸준한 호두 섭취와 장수 관련 건강 지표,2021.08.31.,http://www.queen.co.kr/news/articleView.html?idxno=366153,코로나 생활지표
머니투데이,신규확진자 두달째 네자릿수...내일부터 '위드 코로나'첫 발 뗀다,2021.09.05.,http://news.mt.co.kr/mtview.php?no=2021090517163129339,코로나 생활지표
세계일보,"당국 ""코로나 4차 대유행, 이달 중순 정점 도달한 후 감소할 듯""",2021.09.04.,http://www.segye.com/content/html/2021/09/03/20210903508964.html?OutUrl=naver,코로나 생활지표
뉴스메이커,'청렴문화 확산' 경남청렴사회민관협의회가 앞장선다 외,2021-10-05,http://www.newsmaker.or.kr/news/articleView.html?idxno=122777,코로나 생활지표
오마이뉴스,"[주장] 생활치료센터, 명예로운 퇴장 준비할 때다",2021.09.04.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002771688&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
제주교통복지신문,"경기도내 요양원·요양병원 감염사례 추석 연휴 이후 급증… 도, 주기적 선제...",2021-10-06,http://www.jejutwn.com/news/article.html?no=97445,코로나 생활지표
e대한경제,코로나19 1년… 평균 체중은 ‘그대로’,2021.09.05.,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109050918442090195,코로나 생활지표
KBS,4차 유행 지속에도 소비심리 소폭 상승,2021.09.28.,https://news.kbs.co.kr/news/view.do?ncd=5288130&ref=A,코로나 생활지표
더스쿠프,[코로나19와 교육 사각지대?] 홀로 남은 아이들의 기댈 언덕 '동네 멘토',2021.09.03.,http://www.thescoop.co.kr/news/articleView.html?idxno=51790,코로나 생활지표
더스쿠프,[코로나19와 교육 사각지대?] 홀로 남은 아이들의 기댈 언덕 '동네 멘토',2021.09.03.,http://www.thescoop.co.kr/news/articleView.html?idxno=51790,코로나 생활지표
월간암,"코로나19 상황, 20대·여성·저소득층 불안도 높아",2021.08.31.,http://www.cancerline.co.kr/html/23860.html,코로나 생활지표
핀포인트뉴스,"신풍제약·대웅제약 등, '먹는' 코로나 치료제 국내서 5건 임상시험",2021.09.04.,http://www.pinpointnews.co.kr/view.php?ud=202109041031239097cd1e7f0bdf_45,코로나 생활지표
e대한경제,연천 군부대 무더기 '돌파감염'…확진자 대다수 화이자 접종,2021-10-04,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202110031151352130355,코로나 생활지표
국민일보,1000원 늘렸을 뿐인데… 따뜻한 밥 한 끼의 기적 [이슈&탐사],2021-09-30,http://news.kmib.co.kr/article/view.asp?arcid=0016315152&code=61121111&cp=nv,코로나 생활지표
EBN,"방향잃은 코스피, 하반기 '위드 코로나' 뒷심 받나",2021.09.03.,https://www.ebn.co.kr/news/view/1499149/?sc=Naver,코로나 생활지표
이데일리,코로나19 대표 수혜주 줌 반토막…국내 언택트주 주가는?,A17면 TOP,http://www.edaily.co.kr/news/newspath.asp?newsid=03962246629175856,코로나 생활지표
뉴스메이커,"함안군, '2021 부서별 홈페이지 평가' 실시 외",2021-10-05,http://www.newsmaker.or.kr/news/articleView.html?idxno=122718,코로나 생활지표
UPI뉴스,[데일리 PICK (10월5일)] 대한항공·삼성전자·기아·LGD·맥도날드 外,2021-10-06,http://www.upinews.kr/newsView/upi202110050026,코로나 생활지표
뉴시스,경복대 '학생성공' 모델 구축…학생맞춤형 빅데이터 기반,2021-10-01,http://www.newsis.com/view/?id=NISX20210930_0001599141&cID=10817&pID=14000,코로나 생활지표
뉴시스,코로나19 4차 유행에도…대구·경북 9월 소비자심리 '상승',2021.09.28.,http://www.newsis.com/view/?id=NISX20210928_0001595676&cID=10810&pID=10800,코로나 생활지표
제주의소리,"이정미 ""제주發 돌봄혁명 시대 개막…생태환경 역행 제2공항 반대""",2021-10-05,http://www.jejusori.net/news/articleView.html?idxno=334030,코로나 생활지표
뉴시스,[추석물가비상②]코로나에 소득 줄고 일없는데…한숨뿐인 서민경제,2021.08.29.,http://www.newsis.com/view/?id=NISX20210825_0001560288&cID=10401&pID=10400,코로나 생활지표
YTN,"코로나19로 '확찐자' 됐다?...""국민 평균 체중은 그대로""",2021.09.02.,https://www.ytn.co.kr/_ln/0119_202109021602014056,코로나 생활지표
조선일보,부산 코로나 확진자 하루 평균 68명으로 줄어 …3단계 적용 검토,2021.09.02.,https://www.chosun.com/national/regional/yeongnam/2021/09/02/6LGT5OAIWFBPTP53O35VYF6RI4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 생활지표
헤럴드경제,위드 코로나 무기될 ‘토종’ 코로나 치료제 개발 가시화,20면 1단,http://news.heraldcorp.com/view.php?ud=20210901000729,코로나 생활지표
시사저널이코노미,국산 2호 '코로나藥' 개발 마지막 여정···어느 제약사가 웃을까,2021.08.31.,http://www.sisajournal-e.com/news/articleView.html?idxno=235494,코로나 생활지표
헬스조선,반전의 '코로나 확찐자'… 수원 대학병원서 2000명 분석하니,2021.09.01.,https://health.chosun.com/site/data/html_dir/2021/09/01/2021090101102.html,코로나 생활지표
메디컬투데이,"부광ㆍ대웅, 9월말 코로나 치료제 임상 결과 공개 예정",2021.09.01.,http://www.mdtoday.co.kr/mdtoday/index.html?no=428712,코로나 생활지표
미디어펜,연천 군부대서 돌파감염 속출…대부분 화이자 접종자,2021-10-04,http://www.mediapen.com/news/view/667699,코로나 생활지표
오마이뉴스,코로나19 이후에도 국민 평균 체중은 '그대로',2021.09.01.,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002770934&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
메디컬투데이,"부광ㆍ대웅, 9월말 코로나 치료제 임상 결과 공개 예정",2021.09.01.,http://www.mdtoday.co.kr/mdtoday/index.html?no=428712,코로나 생활지표
뉴시스,9월 광주·전남 소비자심리 소폭 상승…불안감 '상존',2021.09.28.,http://www.newsis.com/view/?id=NISX20210928_0001595826&cID=10809&pID=10800,코로나 생활지표
미디어펜,연천 군부대서 돌파감염 속출…대부분 화이자 접종자,2021-10-04,http://www.mediapen.com/news/view/667699,코로나 생활지표
의학신문,"'코로나 불안' 줄었으나, '우울?자살' 지표 여전히 높아",2021.07.26.,http://www.bosa.co.kr/news/articleView.html?idxno=2155429,코로나 생활지표
한국경제,"코로나 걸린 유튜버 ""아침부터 김밥이라니…반찬투정 아냐"" 병상 중계",2020.08.27.,https://www.hankyung.com/life/article/2020082740667,코로나 생활지표
노컷뉴스,코로나19 신규확진 1372명…2주 만에 1300명대·56일째 네 자릿수(종합),2021.08.31.,https://www.nocutnews.co.kr/news/5616436,코로나 생활지표
한국일보,"[논담] ""위드 코로나 가려면 기준·목표부터 사회 전반 합의 거쳐야""",24면 TOP,https://hankookilbo.com/News/Read/A2021082610300000017?did=NA,코로나 생활지표
뉴시스,9월 소비자심리 상승 전환…백신접종·학습효과 영향,2021.09.28.,http://www.newsis.com/view/?id=NISX20210927_0001594812&cID=15001&pID=15000,코로나 생활지표
브릿지경제,2분기 해외카드 사용 코로나 이후 최대… 이동제한 완화 영향,2021.08.30.,http://www.viva100.com/main/view.php?key=20210830010007733,코로나 생활지표
보건뉴스,코로나 우울·자살생각 등 정신건강 지표 여전히 높아,2021.07.26.,http://www.bokuennews.com/news/article.html?no=206234,코로나 생활지표
한국경제,"코로나 걸린 유튜버 ""아침부터 김밥이라니…반찬투정 아냐"" 병상 중계",2020.08.27.,https://www.hankyung.com/life/article/2020082740667,코로나 생활지표
노컷뉴스,코로나19 신규확진 1372명…2주 만에 1300명대·56일째 네 자릿수(종합),2021.08.31.,https://www.nocutnews.co.kr/news/5616436,코로나 생활지표
한국일보,"[논담] ""위드 코로나 가려면 기준·목표부터 사회 전반 합의 거쳐야""",24면 TOP,https://hankookilbo.com/News/Read/A2021082610300000017?did=NA,코로나 생활지표
뉴시스,9월 소비자심리 상승 전환…백신접종·학습효과 영향,2021.09.28.,http://www.newsis.com/view/?id=NISX20210927_0001594812&cID=15001&pID=15000,코로나 생활지표
브릿지경제,2분기 해외카드 사용 코로나 이후 최대… 이동제한 완화 영향,2021.08.30.,http://www.viva100.com/main/view.php?key=20210830010007733,코로나 생활지표
EBN,신풍 '피라맥스' 3상 승인…제2 코로나 치료제 기대감↑,2021.08.30.,https://www.ebn.co.kr/news/view/1498397/?sc=Naver,코로나 생활지표
YTN,"[뉴스라이브] 정부, 백신 접종 당부...올해 '위드 코로나' 가능할까?",2021.08.27.,https://www.ytn.co.kr/_ln/0103_202108271005523175,코로나 생활지표
리얼캐스트,"대형 울고, 중소형 웃었다…코로나19 이후, 상가 시장 지각변동",2021.08.26.,http://www.rcast.co.kr/sub02.php?BRD_ID=1629869694795,코로나 생활지표
이투데이,[금주의 경제 일정] 2분기 가계동향조사 ‘분배지표’ 관심,2021.08.16.,https://www.etoday.co.kr/news/view/2054040,코로나 생활지표
이투데이,[금주의 경제 일정] 2분기 가계동향조사 ‘분배지표’ 관심,2021.08.16.,https://www.etoday.co.kr/news/view/2054040,코로나 생활지표
케이벤치,국산 경구용 코로나19 치료제 나오나.. 신풍제약 '피라맥스' 임상 3상 승인,2021.08.30.,http://kbench.com/?q=node/224844,코로나 생활지표
경상매일신문,상반기 대구 경제지표 상승…코로나 기저효과 커,2021.07.25.,http://www.ksmnews.co.kr/default/index_view_page.php?idx=343730&part_idx=289,코로나 생활지표
인벤,투자자-퍼블리셔-개발자가 말하는 코로나19 이후 업계 상황,2021.08.26.,https://www.inven.co.kr/webzine/news/?news=261407,코로나 생활지표
동아일보,"코로나 펜데믹, 2030-여성-저소득층 정신건강에 영향",C5면 1단,https://www.donga.com/news/article/all/20210824/108730386/1,코로나 생활지표
한국일보,코로나19 장기화 속 중소기업 경기전망도 업종별 '희비',17면 1단,https://hankookilbo.com/News/Read/A2021082910390005590?did=NA,코로나 생활지표
데일리안,[데일리안 오늘뉴스 종합] 김부겸 총리 “추석 전까지 코로나19 4차 유행 반전...,2021.08.29.,https://www.dailian.co.kr/news/view/1027398/?sc=Naver,코로나 생활지표
약업신문,"신풍제약 ‘피라맥스’, 코로나19 치료 임상 3상 승인",2021.08.29.,http://www.yakup.com/news/index.html?mode=view&cat=12&nid=260591,코로나 생활지표
머니투데이,"""1년새 회원 60만명"" 슬기로운 학교생활 '필수앱' 떴다[이노머니]",16면 1단,http://news.mt.co.kr/mtview.php?no=2021082717081373127,코로나 생활지표
컨슈머타임스,"연천 군부대, 46명 감염…36명 백신접종 완료자",2021-10-04,http://www.cstimes.com/news/articleView.html?idxno=476209,코로나 생활지표
머니투데이,"""1년새 회원 60만명"" 슬기로운 학교생활 '필수앱' 떴다[이노머니]",16면 1단,http://news.mt.co.kr/mtview.php?no=2021082717081373127,코로나 생활지표
컨슈머타임스,"연천 군부대, 46명 감염…36명 백신접종 완료자",2021-10-04,http://www.cstimes.com/news/articleView.html?idxno=476209,코로나 생활지표
에너지경제,연천 군부대에서 돌파감염...확진자 대다수 화이자 백신 접종,2021-10-04,https://www.ekn.kr/web/view.php?key=20211003010000232,코로나 생활지표
한국교육신문,코로나19 이후 학생 정서 격차 심화,2021.08.26.,http://www.hangyo.com/news/article.html?no=94463,코로나 생활지표
KOTRA해외시장뉴스,"세르비아 거시경제 지표, 코로나19 이전 수준 조기 회복",2021.08.02.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=189956,코로나 생활지표
핀포인트뉴스,GSK 코로나 항체치료제 국내 도입되나…국내 치료제는 언제쯤?,2021.08.28.,http://www.pinpointnews.co.kr/view.php?ud=202108281438528195cd1e7f0bdf_45,코로나 생활지표
월간중앙,[특별 초대석] ‘생활치안 컨트롤타워’ 김교태 경찰청 생활안전국장,2021.08.26.,http://jmagazine.joins.com/monthly/view/334456,코로나 생활지표
청년의사,"3상 돌입한 신풍제약 피라맥스, 경구용 코로나19 치료제 가능성은?",2021.08.28.,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2013956,코로나 생활지표
경상일보,코로나 4차 충격에도 울산 소비자 체감경기는'긍정적',2021.08.25.,http://www.ksilbo.co.kr/news/articleView.html?idxno=910938,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 8월 27일 질의응답,2021.08.27.,https://www.busaneconomy.com/news/articleView.html?idxno=256059,코로나 생활지표
경상일보,코로나 4차 충격에도 울산 소비자 체감경기는'긍정적',2021.08.25.,http://www.ksilbo.co.kr/news/articleView.html?idxno=910938,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 8월 27일 질의응답,2021.08.27.,https://www.busaneconomy.com/news/articleView.html?idxno=256059,코로나 생활지표
경향신문,"코로나19 4차 확산에 흔들리는 '내수', 정부 추석 민생대책 내놓는다",2021.08.20.,http://biz.khan.co.kr/khan_art_view.html?artid=202108201417001&code=920100,코로나 생활지표
메디파나뉴스,"신풍제약, '피라맥스정' 코로나19 치료제 임상 3상 승인",2021.08.27.,http://medipana.com/news/news_viewer.asp?NewsNum=284232&MainKind=A&NewsKind=5&vCount=12&vKind=1,코로나 생활지표
한스경제,"소비심리, 코로나19 재확산 여파에 2개월 연속 하락",2021.08.24.,https://www.sporbiz.co.kr/article/20210824570079,코로나 생활지표
전민일보,"코로나 재확산, 전북 소비자심리 불안",2021.08.24.,http://www.jeonmin.co.kr/news/articleView.html?idxno=337894,코로나 생활지표
세계일보,지속된 코로나에 익숙해졌나… 소비심리 급락세 진정,2021.08.24.,http://www.segye.com/content/html/2021/08/24/20210824506367.html?OutUrl=naver,코로나 생활지표
후생신보,"“코로나19 상황, 20대·여성·저소득층 불안도 높아”",2021.08.19.,http://www.whosaeng.com/129470,코로나 생활지표
메디칼타임즈,방역체계 개편안 고개…전문가들이 본 위드 코로나는?,2021.08.23.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1142444&REFERER=NP,코로나 생활지표
서울파이낸스,"소비심리 2개월째 둔화···""코로나19 재확산 영향""",2021.08.24.,http://www.seoulfn.com/news/articleView.html?idxno=429800,코로나 생활지표
세계일보,지속된 코로나에 익숙해졌나… 소비심리 급락세 진정,2021.08.24.,http://www.segye.com/content/html/2021/08/24/20210824506367.html?OutUrl=naver,코로나 생활지표
후생신보,"“코로나19 상황, 20대·여성·저소득층 불안도 높아”",2021.08.19.,http://www.whosaeng.com/129470,코로나 생활지표
메디칼타임즈,방역체계 개편안 고개…전문가들이 본 위드 코로나는?,2021.08.23.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1142444&REFERER=NP,코로나 생활지표
서울파이낸스,"소비심리 2개월째 둔화···""코로나19 재확산 영향""",2021.08.24.,http://www.seoulfn.com/news/articleView.html?idxno=429800,코로나 생활지표
경향신문,오늘 신규 확진자 2500명 넘을 듯… 현행 거리두기 단계 2주 연장 검토,2021-10-01,https://www.khan.co.kr/national/health-welfare/article/202110010710001,코로나 생활지표
부산제일경제,코로나 재확산에 부산 소비자 심리 다시 '꽁꽁',2021.08.24.,https://www.busaneconomy.com/news/articleView.html?idxno=255644,코로나 생활지표
파이낸셜뉴스,"코로나19 상황, '20대·여성·저소득층' 불안감 높다",2021.08.21.,http://www.fnnews.com/news/202108201756090623,코로나 생활지표
VOA,“북한 코로나ㆍ수해로 지난해 소비자 물가 17% 상승”,2021.08.26.,https://www.voakorea.com/korea/korea-economy/north-korea-price,코로나 생활지표
파이낸셜투데이,"부광약품, 경구용 코로나19 치료제 어디까지 진행됐나",2021.08.24.,http://www.ftoday.co.kr/news/articleView.html?idxno=222484,코로나 생활지표
뉴스토마토,"소비심리, 코로나 재확산 우려에 2개월 연속 하락",2021.08.24.,http://www.newstomato.com/ReadNews.aspx?no=1068686&inflow=N,코로나 생활지표
VOA,“북한 코로나ㆍ수해로 지난해 소비자 물가 17% 상승”,2021.08.26.,https://www.voakorea.com/korea/korea-economy/north-korea-price,코로나 생활지표
베이비타임즈,"""코로나19 대유행 20대 여성·저소득층 불안도 ↑""",2021.08.21.,http://www.babytimes.co.kr/news/articleView.html?idxno=49379,코로나 생활지표
파이낸셜투데이,"부광약품, 경구용 코로나19 치료제 어디까지 진행됐나",2021.08.24.,http://www.ftoday.co.kr/news/articleView.html?idxno=222484,코로나 생활지표
뉴스토마토,"소비심리, 코로나 재확산 우려에 2개월 연속 하락",2021.08.24.,http://www.newstomato.com/ReadNews.aspx?no=1068686&inflow=N,코로나 생활지표
천지일보,"""고위험군, 접종 90%까지 높여야""… '위드 코로나' 9월말 논의될 듯",2021.08.24.,http://www.newscj.com/news/articleView.html?idxno=893353,코로나 생활지표
조선비즈,[주간증시전망] G2 물가 지표 관심… MSCI 종목 변화 살펴야,2021.08.08.,https://biz.chosun.com/stock/analysis-prospect/2021/08/08/YME4VPPHEFAOFAJHVMVJ74ELWY/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 생활지표
FETV,코로나19 거리두기 여파 지속...소비심리 2개월째 감소세,2021.08.24.,https://www.fetv.co.kr/news/article.html?no=94195,코로나 생활지표
경인일보,코로나 대유행이 할퀸 경기도 소비심리 '낙관에서 다시 비관으로',2021.08.24.,http://www.kyeongin.com/main/view.php?key=20210824010004514,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...제주시보건소 선별진료소 근무자 1명...,2021.08.24.,http://www.youthdaily.co.kr/news/article.html?no=79566,코로나 생활지표
조선일보,"美, 아이폰 배송 한달… 화물선은 입항대기 3주",A2면 1단,https://www.chosun.com/international/us/2021/10/01/RMXH5XPMVNAUJHH4OGKDP5TU44/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...제주시보건소 선별진료소 근무자 1명...,2021.08.24.,http://www.youthdaily.co.kr/news/article.html?no=79566,코로나 생활지표
중기이코노미,코로나 4차 유행에 소비심리 두달째 하락세,2021.08.24.,http://www.junggi.co.kr/article/articleView.html?no=27380,코로나 생활지표
조선일보,"美, 아이폰 배송 한달… 화물선은 입항대기 3주",A2면 1단,https://www.chosun.com/international/us/2021/10/01/RMXH5XPMVNAUJHH4OGKDP5TU44/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 생활지표
동아일보,아시아나 사이판 예약 1000명 몰렸다…항공사 ‘트래블 버블’ 기대,2021.09.23.,https://www.donga.com/news/article/all/20210923/109366066/1,코로나 생활지표
스포츠경향,"경희대병원 백종우 교수팀, 코로나19 상황, 20대·여성·저소득층 불안도 높아",2021.08.20.,http://sports.khan.co.kr/news/sk_index.html?art_id=202108201119003&sec_id=561801&pt=nv,코로나 생활지표
뉴시스,방역지표 더 나빠졌다…연휴 이후 거리두기 강화 가능성 커져(종합),2021.08.15.,http://www.newsis.com/view/?id=NISX20210815_0001549197&cID=10201&pID=10200,코로나 생활지표
제민일보,26일부터 도의회 임시회 '코로나 추경안' 등 심사,2021.08.24.,http://www.jemin.com/news/articleView.html?idxno=723223,코로나 생활지표
조세일보,"소비자심리지수, 두달 연속 하락…코로나19 재확산에 악화",2021.08.24.,http://www.joseilbo.com/news/news_read.php?uid=431305&class=18&grp=,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...대구가톨릭대학병원서 71명 확진,2021.08.25.,http://www.youthdaily.co.kr/news/article.html?no=79678,코로나 생활지표
뉴시스,"극심한 코로나 고통, 누가 더 받나…'20대·여성·저소득층'",2021.08.19.,http://www.newsis.com/view/?id=NISX20210819_0001553542&cID=10201&pID=10200,코로나 생활지표
보건뉴스,"“코로나19 상황, 20대·여성·저소득층 불안도 높다""",2021.08.20.,http://www.bokuennews.com/news/article.html?no=207021,코로나 생활지표
YTN사이언스,코로나 4차 유행에 소비심리 두 달째 나빠져,2021.08.24.,https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202108241103139972,코로나 생활지표
뉴시스,방역지표 더 나빠졌다…연휴 이후 거리두기 강화 가능성 커져(종합),2021.08.15.,http://www.newsis.com/view/?id=NISX20210815_0001549197&cID=10201&pID=10200,코로나 생활지표
제민일보,26일부터 도의회 임시회 '코로나 추경안' 등 심사,2021.08.24.,http://www.jemin.com/news/articleView.html?idxno=723223,코로나 생활지표
조세일보,"소비자심리지수, 두달 연속 하락…코로나19 재확산에 악화",2021.08.24.,http://www.joseilbo.com/news/news_read.php?uid=431305&class=18&grp=,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...대구가톨릭대학병원서 71명 확진,2021.08.25.,http://www.youthdaily.co.kr/news/article.html?no=79678,코로나 생활지표
뉴시스,"극심한 코로나 고통, 누가 더 받나…'20대·여성·저소득층'",2021.08.19.,http://www.newsis.com/view/?id=NISX20210819_0001553542&cID=10201&pID=10200,코로나 생활지표
EBS,덴마크 학생들은 얼마나 행복할까?,2021-10-02,http://news.ebs.co.kr/ebsnews/allView/60113109/N,코로나 생활지표
전북일보,코로나 재유행 여파 전북지역 8월 소비자 심리지수 '하락',2021.08.24.,http://www.jjan.kr/news/articleView.html?idxno=2115439,코로나 생활지표
